Event	ID	Name			Wwise Object Path	Notes
	982796106	Next			\Default Work Unit\UI\Next	
	1082482811	Navigation			\Default Work Unit\UI\Navigation	
	1489638472	PlayShoot			\Default Work Unit\Character\PlayShoot	
	1880695829	Error			\Default Work Unit\UI\Error	
	2122995345	OpenDoor			\Default Work Unit\UI\OpenDoor	
	2840201783	PlayDeath			\Default Work Unit\Character\PlayDeath	
	3859834159	Return			\Default Work Unit\UI\Return	

Switch Group	ID	Name			Wwise Object Path	Notes
	436743010	Character			\Default Work Unit\Character	

Switch	ID	Name	Switch Group			Notes
	775632447	K1000	Character			
	2795866359	Savya	Character			
	3017403401	Alix	Character			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	737322455	Alix_Death_03	C:\Users\Luca\Documents\GitHub\Projets\Platinum2021\Platinum2021_WwiseProject\.cache\Mac\SFX\Alix_Death_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Characters\PlayerDeath\AlixDeath\Alix_Death_03		326544
	794574688	Alix_ShotV2_03	C:\Users\Luca\Documents\GitHub\Projets\Platinum2021\Platinum2021_WwiseProject\.cache\Mac\SFX\Alix_ShotV2_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Characters\PlayerShoot\AlixShoot\Alix_ShotV2_03		330112
	837278497	K_1000_DEATH_02	C:\Users\Luca\Documents\GitHub\Projets\Platinum2021\Platinum2021_WwiseProject\.cache\Mac\SFX\K_1000_DEATH_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Characters\PlayerDeath\K1000Death\K_1000_DEATH_02		409744
	855174435	Alix_ShotV2_08	C:\Users\Luca\Documents\GitHub\Projets\Platinum2021\Platinum2021_WwiseProject\.cache\Mac\SFX\Alix_ShotV2_08_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Characters\PlayerShoot\AlixShoot\Alix_ShotV2_08		345664
	877160266	UI_Menu_Select	C:\Users\Luca\Documents\GitHub\Projets\Platinum2021\Platinum2021_WwiseProject\.cache\Mac\SFX\UI_Menu_Select_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\UI\UI_Menu_Select		203594
	919685758	Savya_Shot07	C:\Users\Luca\Documents\GitHub\Projets\Platinum2021\Platinum2021_WwiseProject\.cache\Mac\SFX\Savya_Shot07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Characters\PlayerShoot\SavyaShoot\Savya_Shot07		432176
	927195843	Alix_ShotV2_04	C:\Users\Luca\Documents\GitHub\Projets\Platinum2021\Platinum2021_WwiseProject\.cache\Mac\SFX\Alix_ShotV2_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Characters\PlayerShoot\AlixShoot\Alix_ShotV2_04		330112
	929642540	K_1000_SHOT_04	C:\Users\Luca\Documents\GitHub\Projets\Platinum2021\Platinum2021_WwiseProject\.cache\Mac\SFX\K_1000_SHOT_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Characters\PlayerShoot\K1000Shoot\K_1000_SHOT_04		445984
	945936271	K_1000_SHOT_08	C:\Users\Luca\Documents\GitHub\Projets\Platinum2021\Platinum2021_WwiseProject\.cache\Mac\SFX\K_1000_SHOT_08_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Characters\PlayerShoot\K1000Shoot\K_1000_SHOT_08		449184
	951020711	Alix_ShotV2_07	C:\Users\Luca\Documents\GitHub\Projets\Platinum2021\Platinum2021_WwiseProject\.cache\Mac\SFX\Alix_ShotV2_07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Characters\PlayerShoot\AlixShoot\Alix_ShotV2_07		382336
	988324216	K_1000_SHOT_02	C:\Users\Luca\Documents\GitHub\Projets\Platinum2021\Platinum2021_WwiseProject\.cache\Mac\SFX\K_1000_SHOT_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Characters\PlayerShoot\K1000Shoot\K_1000_SHOT_02		672144
	1037547258	K_1000_DEATH_04	C:\Users\Luca\Documents\GitHub\Projets\Platinum2021\Platinum2021_WwiseProject\.cache\Mac\SFX\K_1000_DEATH_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Characters\PlayerDeath\K1000Death\K_1000_DEATH_04		323344
	1061031543	Savya_Shot01	C:\Users\Luca\Documents\GitHub\Projets\Platinum2021\Platinum2021_WwiseProject\.cache\Mac\SFX\Savya_Shot01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Characters\PlayerShoot\SavyaShoot\Savya_Shot01		566576

